ResponseID,EmpID,SurveyWaveID,SurveyLaunchDate,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore
RESP-017927,3477,2020-H1,2020-03-01,2020-03-09,3,4,3
RESP-017928,3831,2020-H1,2020-03-01,2020-03-11,4,4,4
RESP-017929,1457,2020-H1,2020-03-01,2020-03-06,4,4,3
RESP-017930,2017,2020-H1,2020-03-01,2020-03-08,5,5,5
RESP-017931,3460,2020-H1,2020-03-01,2020-03-12,4,5,4
RESP-017932,1616,2020-H1,2020-03-01,2020-03-07,5,5,4
RESP-017933,2140,2020-H1,2020-03-01,2020-03-07,4,4,4
RESP-017934,3252,2020-H1,2020-03-01,2020-03-02,4,3,3
RESP-017935,3426,2020-H1,2020-03-01,2020-03-03,4,5,4
RESP-017936,1986,2020-H1,2020-03-01,2020-03-12,4,5,4
RESP-017937,3560,2020-H1,2020-03-01,2020-03-12,4,4,4
RESP-017938,1394,2020-H1,2020-03-01,2020-03-14,5,4,3
RESP-017939,3081,2020-H1,2020-03-01,2020-03-09,4,4,4
RESP-017940,1528,2020-H1,2020-03-01,2020-03-04,4,4,4
RESP-017941,1423,2020-H1,2020-03-01,2020-03-06,5,4,4
RESP-017942,3804,2020-H1,2020-03-01,2020-03-02,4,4,4
RESP-017943,2620,2020-H1,2020-03-01,2020-03-11,5,5,4
RESP-017944,2502,2020-H1,2020-03-01,2020-03-08,4,4,4
RESP-017945,3596,2020-H1,2020-03-01,2020-03-06,4,4,4
RESP-017946,1255,2020-H1,2020-03-01,2020-03-02,4,4,4
RESP-017947,2772,2020-H1,2020-03-01,2020-03-11,3,4,4
RESP-017948,3026,2020-H1,2020-03-01,2020-03-14,5,5,4
RESP-017949,3095,2020-H1,2020-03-01,2020-03-02,4,4,3
RESP-017950,2163,2020-H1,2020-03-01,2020-03-03,5,4,4
RESP-017951,3969,2020-H1,2020-03-01,2020-03-02,5,5,4
RESP-017952,2572,2020-H1,2020-03-01,2020-03-02,4,5,3
RESP-017953,1749,2020-H1,2020-03-01,2020-03-12,4,3,3
RESP-017954,2836,2020-H1,2020-03-01,2020-03-10,4,5,4
RESP-017955,2844,2020-H1,2020-03-01,2020-03-07,3,4,4
RESP-017956,2298,2020-H1,2020-03-01,2020-03-10,5,5,4
RESP-017957,3350,2020-H1,2020-03-01,2020-03-10,4,4,4
RESP-017958,3255,2020-H1,2020-03-01,2020-03-12,4,4,3
RESP-017959,3804,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-017960,3405,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-017961,3887,2020-H2,2020-09-01,2020-09-07,5,4,4
RESP-017962,2069,2020-H2,2020-09-01,2020-09-08,3,4,4
RESP-017963,2545,2020-H2,2020-09-01,2020-09-04,5,4,4
RESP-017964,3551,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-017965,3918,2020-H2,2020-09-01,2020-09-05,4,4,3
RESP-017966,1391,2020-H2,2020-09-01,2020-09-13,4,5,4
RESP-017967,1808,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-017968,2063,2020-H2,2020-09-01,2020-09-05,3,5,4
RESP-017969,2822,2020-H2,2020-09-01,2020-09-07,4,4,4
RESP-017970,3454,2020-H2,2020-09-01,2020-09-06,3,3,3
RESP-017971,2208,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-017972,2038,2020-H2,2020-09-01,2020-09-08,4,3,4
RESP-017973,1055,2020-H2,2020-09-01,2020-09-06,4,4,4
RESP-017974,3104,2020-H2,2020-09-01,2020-09-07,5,4,4
RESP-017975,2013,2020-H2,2020-09-01,2020-09-11,5,5,4
RESP-017976,3616,2020-H2,2020-09-01,2020-09-09,4,4,3
RESP-017977,1865,2020-H2,2020-09-01,2020-09-09,4,3,4
RESP-017978,2386,2020-H2,2020-09-01,2020-09-13,3,4,3
RESP-017979,2963,2020-H2,2020-09-01,2020-09-06,5,4,4
RESP-017980,2687,2020-H2,2020-09-01,2020-09-14,3,4,3
RESP-017981,3549,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-017982,1170,2020-H2,2020-09-01,2020-09-09,4,4,4
RESP-017983,3426,2020-H2,2020-09-01,2020-09-10,4,5,4
RESP-017984,1580,2020-H2,2020-09-01,2020-09-04,3,4,4
RESP-017985,3340,2020-H2,2020-09-01,2020-09-08,4,4,3
RESP-017986,2502,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-017987,1785,2020-H2,2020-09-01,2020-09-14,5,5,4
RESP-017988,1672,2020-H2,2020-09-01,2020-09-13,5,5,4
RESP-017989,1655,2020-H2,2020-09-01,2020-09-09,5,4,3
RESP-017990,2704,2020-H2,2020-09-01,2020-09-02,4,4,4
RESP-017991,2014,2020-H2,2020-09-01,2020-09-13,3,4,4
RESP-017992,3270,2020-H2,2020-09-01,2020-09-10,5,4,4
RESP-017993,3567,2020-H2,2020-09-01,2020-09-09,3,3,4
RESP-017994,2997,2020-H2,2020-09-01,2020-09-07,5,4,4
RESP-017995,1277,2020-H2,2020-09-01,2020-09-08,5,5,4
RESP-017996,3076,2020-H2,2020-09-01,2020-09-11,5,4,4
RESP-017997,2133,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-017998,2274,2020-H2,2020-09-01,2020-09-09,4,4,3
RESP-017999,3266,2020-H2,2020-09-01,2020-09-10,5,4,4
RESP-018000,1861,2020-H2,2020-09-01,2020-09-11,5,4,4
RESP-018001,3532,2020-H2,2020-09-01,2020-09-01,4,5,4
RESP-018002,3443,2020-H2,2020-09-01,2020-09-13,4,3,3
RESP-018003,1084,2020-H2,2020-09-01,2020-09-09,5,5,4
RESP-018004,3365,2020-H2,2020-09-01,2020-09-05,5,4,4
RESP-018005,3529,2020-H2,2020-09-01,2020-09-10,4,4,4
RESP-018006,3461,2020-H2,2020-09-01,2020-09-14,4,3,5
RESP-018007,1915,2020-H2,2020-09-01,2020-09-01,5,4,3
RESP-018008,1765,2020-H2,2020-09-01,2020-09-14,4,5,4
RESP-018009,1584,2020-H2,2020-09-01,2020-09-07,4,5,4
RESP-018010,2285,2020-H2,2020-09-01,2020-09-06,5,5,5
RESP-018011,2041,2020-H2,2020-09-01,2020-09-09,5,4,3
RESP-018012,1512,2020-H2,2020-09-01,2020-09-09,4,4,3
RESP-018013,1767,2020-H2,2020-09-01,2020-09-02,4,4,4
RESP-018014,1402,2020-H2,2020-09-01,2020-09-09,4,4,4
RESP-018015,3611,2020-H2,2020-09-01,2020-09-08,4,5,3
RESP-018016,3347,2020-H2,2020-09-01,2020-09-06,4,3,3
RESP-018017,3025,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-018018,3261,2020-H2,2020-09-01,2020-09-10,4,4,4
RESP-018019,1180,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018020,2464,2020-H2,2020-09-01,2020-09-13,4,4,3
RESP-018021,3825,2020-H2,2020-09-01,2020-09-06,5,5,4
RESP-018022,1668,2020-H2,2020-09-01,2020-09-12,5,4,4
RESP-018023,3862,2020-H2,2020-09-01,2020-09-04,4,4,3
RESP-018024,1327,2020-H2,2020-09-01,2020-09-01,5,5,3
RESP-018025,3589,2020-H2,2020-09-01,2020-09-14,4,4,3
RESP-018026,2383,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018027,2683,2020-H2,2020-09-01,2020-09-13,4,4,5
RESP-018028,1778,2020-H2,2020-09-01,2020-09-02,4,4,5
RESP-018029,1401,2020-H2,2020-09-01,2020-09-13,4,5,4
RESP-018030,3565,2020-H2,2020-09-01,2020-09-14,5,5,5
RESP-018031,2650,2020-H2,2020-09-01,2020-09-07,5,4,5
RESP-018032,1849,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018033,2609,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018034,3517,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018035,2469,2020-H2,2020-09-01,2020-09-02,5,5,4
RESP-018036,3033,2020-H2,2020-09-01,2020-09-14,5,5,4
RESP-018037,2529,2020-H2,2020-09-01,2020-09-09,4,4,4
RESP-018038,2824,2020-H2,2020-09-01,2020-09-04,3,3,3
RESP-018039,2670,2020-H2,2020-09-01,2020-09-10,4,4,4
RESP-018040,1283,2020-H2,2020-09-01,2020-09-04,5,5,4
RESP-018041,3206,2020-H2,2020-09-01,2020-09-02,5,5,4
RESP-018042,3401,2020-H2,2020-09-01,2020-09-11,4,4,4
RESP-018043,2800,2020-H2,2020-09-01,2020-09-03,5,5,5
RESP-018044,2232,2020-H2,2020-09-01,2020-09-08,4,4,4
RESP-018045,2008,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018046,1231,2020-H2,2020-09-01,2020-09-02,5,4,4
RESP-018047,2823,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018048,1063,2020-H2,2020-09-01,2020-09-06,4,5,4
RESP-018049,3384,2020-H2,2020-09-01,2020-09-07,4,5,4
RESP-018050,2281,2020-H2,2020-09-01,2020-09-03,4,3,4
RESP-018051,1997,2020-H2,2020-09-01,2020-09-10,4,4,4
RESP-018052,2419,2020-H2,2020-09-01,2020-09-03,4,4,5
RESP-018053,3418,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018054,1587,2020-H2,2020-09-01,2020-09-07,4,4,3
RESP-018055,2803,2020-H2,2020-09-01,2020-09-12,5,5,4
RESP-018056,3906,2020-H2,2020-09-01,2020-09-10,5,5,5
RESP-018057,3640,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018058,1146,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018059,1874,2020-H2,2020-09-01,2020-09-02,3,4,4
RESP-018060,2737,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018061,2181,2020-H2,2020-09-01,2020-09-05,4,5,4
RESP-018062,1775,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018063,2267,2020-H2,2020-09-01,2020-09-06,3,5,4
RESP-018064,3276,2020-H2,2020-09-01,2020-09-13,5,5,4
RESP-018065,1125,2020-H2,2020-09-01,2020-09-11,4,5,4
RESP-018066,1005,2020-H2,2020-09-01,2020-09-07,4,4,3
RESP-018067,3050,2020-H2,2020-09-01,2020-09-08,5,4,4
RESP-018068,2582,2020-H2,2020-09-01,2020-09-01,4,4,3
RESP-018069,1144,2020-H2,2020-09-01,2020-09-02,4,4,4
RESP-018070,3510,2020-H2,2020-09-01,2020-09-14,4,3,4
RESP-018071,3215,2020-H2,2020-09-01,2020-09-11,4,5,4
RESP-018072,1714,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018073,1756,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018074,3272,2020-H2,2020-09-01,2020-09-12,4,4,3
RESP-018075,2506,2020-H2,2020-09-01,2020-09-07,4,5,5
RESP-018076,1161,2020-H2,2020-09-01,2020-09-12,5,5,4
RESP-018077,1176,2020-H2,2020-09-01,2020-09-09,4,4,4
RESP-018078,2175,2020-H2,2020-09-01,2020-09-06,5,4,4
RESP-018079,1799,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018080,3139,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018081,2515,2020-H2,2020-09-01,2020-09-02,5,4,5
RESP-018082,1649,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-018083,3989,2020-H2,2020-09-01,2020-09-07,4,5,4
RESP-018084,1320,2020-H2,2020-09-01,2020-09-12,4,5,4
RESP-018085,1666,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018086,3531,2020-H2,2020-09-01,2020-09-10,4,5,4
RESP-018087,2086,2020-H2,2020-09-01,2020-09-11,4,4,4
RESP-018088,2218,2020-H2,2020-09-01,2020-09-04,4,5,4
RESP-018089,1447,2020-H2,2020-09-01,2020-09-02,5,5,4
RESP-018090,2294,2020-H2,2020-09-01,2020-09-06,4,4,4
RESP-018091,1315,2020-H2,2020-09-01,2020-09-02,4,4,4
RESP-018092,1295,2020-H2,2020-09-01,2020-09-08,4,4,4
RESP-018093,2091,2020-H2,2020-09-01,2020-09-08,4,5,4
RESP-018094,2660,2020-H2,2020-09-01,2020-09-02,4,4,3
RESP-018095,3971,2020-H2,2020-09-01,2020-09-14,4,5,5
RESP-018096,3432,2020-H2,2020-09-01,2020-09-06,5,4,4
RESP-018097,1505,2020-H2,2020-09-01,2020-09-12,5,4,3
RESP-018098,3295,2020-H2,2020-09-01,2020-09-11,4,4,4
RESP-018099,1848,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018100,2075,2020-H2,2020-09-01,2020-09-01,4,4,3
RESP-018101,1335,2020-H2,2020-09-01,2020-09-03,5,4,4
RESP-018102,3751,2020-H2,2020-09-01,2020-09-11,4,5,4
RESP-018103,2774,2020-H2,2020-09-01,2020-09-14,3,3,4
RESP-018104,2438,2020-H2,2020-09-01,2020-09-03,5,5,4
RESP-018105,3366,2020-H2,2020-09-01,2020-09-14,5,4,4
RESP-018106,1844,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018107,2707,2020-H2,2020-09-01,2020-09-14,4,4,5
RESP-018108,2064,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018109,3796,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018110,3755,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018111,2336,2020-H2,2020-09-01,2020-09-11,4,4,4
RESP-018112,3417,2020-H2,2020-09-01,2020-09-02,4,4,4
RESP-018113,2140,2020-H2,2020-09-01,2020-09-02,5,4,4
RESP-018114,2463,2020-H2,2020-09-01,2020-09-01,3,5,4
RESP-018115,3494,2020-H2,2020-09-01,2020-09-10,4,5,4
RESP-018116,3587,2020-H2,2020-09-01,2020-09-14,5,4,4
RESP-018117,2347,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018118,3930,2020-H2,2020-09-01,2020-09-11,4,4,4
RESP-018119,2045,2020-H2,2020-09-01,2020-09-05,4,4,3
RESP-018120,2948,2020-H2,2020-09-01,2020-09-10,5,4,4
RESP-018121,3761,2020-H2,2020-09-01,2020-09-07,5,4,4
RESP-018122,2016,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018123,3468,2020-H2,2020-09-01,2020-09-03,4,5,4
RESP-018124,2538,2020-H2,2020-09-01,2020-09-02,4,4,5
RESP-018125,2411,2020-H2,2020-09-01,2020-09-13,4,4,3
RESP-018126,2597,2020-H2,2020-09-01,2020-09-02,3,4,3
RESP-018127,3446,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018128,2416,2020-H2,2020-09-01,2020-09-06,5,4,4
RESP-018129,2200,2020-H2,2020-09-01,2020-09-07,4,3,4
RESP-018130,1468,2020-H2,2020-09-01,2020-09-02,4,5,4
RESP-018131,3841,2020-H2,2020-09-01,2020-09-01,4,5,5
RESP-018132,1244,2020-H2,2020-09-01,2020-09-05,5,5,4
RESP-018133,2876,2020-H2,2020-09-01,2020-09-07,4,5,3
RESP-018134,3000,2020-H2,2020-09-01,2020-09-04,4,4,3
RESP-018135,1050,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018136,1642,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018137,1346,2020-H2,2020-09-01,2020-09-05,4,3,4
RESP-018138,1501,2020-H2,2020-09-01,2020-09-09,4,4,3
RESP-018139,2998,2020-H2,2020-09-01,2020-09-05,3,4,4
RESP-018140,3617,2020-H2,2020-09-01,2020-09-10,4,4,4
RESP-018141,2514,2020-H2,2020-09-01,2020-09-04,3,4,4
RESP-018142,2015,2020-H2,2020-09-01,2020-09-03,4,4,3
RESP-018143,2691,2020-H2,2020-09-01,2020-09-07,4,4,5
RESP-018144,1104,2020-H2,2020-09-01,2020-09-10,5,4,4
RESP-018145,1381,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-018146,2076,2020-H2,2020-09-01,2020-09-13,5,4,5
RESP-018147,2364,2020-H2,2020-09-01,2020-09-05,3,4,4
RESP-018148,2291,2020-H2,2020-09-01,2020-09-04,5,4,3
RESP-018149,1081,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018150,2465,2020-H2,2020-09-01,2020-09-07,5,4,4
RESP-018151,3219,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018152,2884,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018153,1656,2020-H2,2020-09-01,2020-09-03,5,5,4
RESP-018154,1437,2020-H2,2020-09-01,2020-09-05,5,5,3
RESP-018155,2778,2020-H2,2020-09-01,2020-09-05,4,5,4
RESP-018156,3389,2020-H2,2020-09-01,2020-09-02,4,5,5
RESP-018157,3775,2020-H2,2020-09-01,2020-09-04,4,4,3
RESP-018158,3656,2020-H2,2020-09-01,2020-09-11,4,4,3
RESP-018159,2698,2020-H2,2020-09-01,2020-09-02,4,5,4
RESP-018160,2598,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018161,2873,2020-H2,2020-09-01,2020-09-08,4,4,4
RESP-018162,3560,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018163,1526,2020-H2,2020-09-01,2020-09-12,5,4,4
RESP-018164,2797,2020-H2,2020-09-01,2020-09-05,5,5,4
RESP-018165,1516,2020-H2,2020-09-01,2020-09-03,4,3,4
RESP-018166,3385,2020-H2,2020-09-01,2020-09-01,4,3,4
RESP-018167,2259,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018168,3386,2020-H2,2020-09-01,2020-09-14,5,5,5
RESP-018169,3262,2020-H2,2020-09-01,2020-09-03,3,4,4
RESP-018170,2132,2020-H2,2020-09-01,2020-09-06,4,4,4
RESP-018171,1924,2020-H2,2020-09-01,2020-09-10,4,4,4
RESP-018172,3179,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018173,1073,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018174,1820,2020-H2,2020-09-01,2020-09-06,4,4,4
RESP-018175,2103,2020-H2,2020-09-01,2020-09-13,5,4,4
RESP-018176,1514,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018177,1955,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-018178,3958,2020-H2,2020-09-01,2020-09-09,4,4,4
RESP-018179,1056,2020-H2,2020-09-01,2020-09-04,5,5,4
RESP-018180,3831,2020-H2,2020-09-01,2020-09-06,5,5,4
RESP-018181,3791,2020-H2,2020-09-01,2020-09-02,4,4,4
RESP-018182,2043,2020-H2,2020-09-01,2020-09-04,5,5,4
RESP-018183,1846,2020-H2,2020-09-01,2020-09-05,3,4,4
RESP-018184,3254,2020-H2,2020-09-01,2020-09-02,3,4,4
RESP-018185,3428,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-018186,2808,2020-H2,2020-09-01,2020-09-05,4,5,4
RESP-018187,1715,2020-H2,2020-09-01,2020-09-09,4,5,4
RESP-018188,1558,2020-H2,2020-09-01,2020-09-12,4,3,4
RESP-018189,1687,2020-H2,2020-09-01,2020-09-06,4,4,5
RESP-018190,2415,2020-H2,2020-09-01,2020-09-12,5,5,4
RESP-018191,2032,2020-H2,2020-09-01,2020-09-09,4,4,4
RESP-018192,2451,2020-H2,2020-09-01,2020-09-08,5,4,4
RESP-018193,1410,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-018194,2297,2020-H2,2020-09-01,2020-09-14,4,5,3
RESP-018195,2121,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018196,1148,2020-H2,2020-09-01,2020-09-14,4,4,3
RESP-018197,2986,2020-H2,2020-09-01,2020-09-11,5,4,3
RESP-018198,1151,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018199,3086,2020-H2,2020-09-01,2020-09-01,4,4,5
RESP-018200,1420,2020-H2,2020-09-01,2020-09-05,4,4,3
RESP-018201,2421,2020-H2,2020-09-01,2020-09-07,3,4,3
RESP-018202,1135,2020-H2,2020-09-01,2020-09-07,4,4,4
RESP-018203,2994,2020-H2,2020-09-01,2020-09-13,4,4,3
RESP-018204,2525,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018205,2022,2020-H2,2020-09-01,2020-09-03,4,5,4
RESP-018206,1949,2020-H2,2020-09-01,2020-09-14,5,5,4
RESP-018207,2017,2020-H2,2020-09-01,2020-09-12,5,5,4
RESP-018208,2471,2020-H2,2020-09-01,2020-09-13,3,5,3
RESP-018209,1973,2020-H2,2020-09-01,2020-09-14,4,4,3
RESP-018210,3287,2020-H2,2020-09-01,2020-09-11,4,4,3
RESP-018211,1058,2020-H2,2020-09-01,2020-09-08,4,4,4
RESP-018212,3785,2020-H2,2020-09-01,2020-09-02,5,4,5
RESP-018213,3393,2020-H2,2020-09-01,2020-09-03,4,5,4
RESP-018214,1369,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018215,1509,2020-H2,2020-09-01,2020-09-14,4,4,3
RESP-018216,3649,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-018217,1957,2020-H2,2020-09-01,2020-09-14,4,4,4
RESP-018218,3504,2020-H2,2020-09-01,2020-09-07,4,5,4
RESP-018219,2345,2020-H2,2020-09-01,2020-09-14,4,4,3
RESP-018220,1290,2020-H2,2020-09-01,2020-09-11,4,5,3
RESP-018221,3584,2020-H2,2020-09-01,2020-09-06,5,4,4
RESP-018222,3566,2020-H2,2020-09-01,2020-09-04,4,4,3
RESP-018223,1513,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018224,2864,2020-H2,2020-09-01,2020-09-03,4,5,4
RESP-018225,3915,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018226,3983,2020-H2,2020-09-01,2020-09-11,4,5,5
RESP-018227,3701,2020-H2,2020-09-01,2020-09-13,4,4,3
RESP-018228,3858,2020-H2,2020-09-01,2020-09-06,4,4,4
RESP-018229,3682,2020-H2,2020-09-01,2020-09-03,4,3,4
RESP-018230,2829,2020-H2,2020-09-01,2020-09-02,4,4,5
RESP-018231,3972,2020-H2,2020-09-01,2020-09-13,5,4,4
RESP-018232,1635,2020-H2,2020-09-01,2020-09-07,3,4,4
RESP-018233,1209,2020-H2,2020-09-01,2020-09-14,5,4,4
RESP-018234,2526,2020-H2,2020-09-01,2020-09-14,5,5,3
RESP-018235,1085,2020-H2,2020-09-01,2020-09-08,4,4,4
RESP-018236,1057,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018237,3167,2020-H2,2020-09-01,2020-09-06,5,4,4
RESP-018238,1213,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018239,3239,2020-H2,2020-09-01,2020-09-04,5,4,4
RESP-018240,2339,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018241,2772,2020-H2,2020-09-01,2020-09-10,4,4,4
RESP-018242,3085,2020-H2,2020-09-01,2020-09-11,4,4,4
RESP-018243,2699,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018244,2798,2020-H2,2020-09-01,2020-09-01,5,4,4
RESP-018245,3557,2020-H2,2020-09-01,2020-09-09,3,4,4
RESP-018246,1853,2020-H2,2020-09-01,2020-09-12,4,3,4
RESP-018247,3136,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018248,1670,2020-H2,2020-09-01,2020-09-06,5,4,3
RESP-018249,3112,2020-H2,2020-09-01,2020-09-11,4,4,4
RESP-018250,1974,2020-H2,2020-09-01,2020-09-13,4,5,4
RESP-018251,1654,2020-H2,2020-09-01,2020-09-14,5,4,4
RESP-018252,3062,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018253,1786,2020-H2,2020-09-01,2020-09-06,4,4,3
RESP-018254,1987,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018255,1186,2020-H2,2020-09-01,2020-09-11,4,4,3
RESP-018256,3623,2020-H2,2020-09-01,2020-09-05,4,4,4
RESP-018257,2947,2020-H2,2020-09-01,2020-09-07,4,5,4
RESP-018258,3273,2020-H2,2020-09-01,2020-09-09,5,4,4
RESP-018259,3160,2020-H2,2020-09-01,2020-09-02,4,5,4
RESP-018260,2240,2020-H2,2020-09-01,2020-09-11,4,4,4
RESP-018261,2053,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018262,2002,2020-H2,2020-09-01,2020-09-01,5,4,4
RESP-018263,2304,2020-H2,2020-09-01,2020-09-07,5,5,4
RESP-018264,2047,2020-H2,2020-09-01,2020-09-07,4,4,4
RESP-018265,3359,2020-H2,2020-09-01,2020-09-13,5,5,4
RESP-018266,3945,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018267,1606,2020-H2,2020-09-01,2020-09-13,5,4,4
RESP-018268,2199,2020-H2,2020-09-01,2020-09-01,4,3,4
RESP-018269,1810,2020-H2,2020-09-01,2020-09-06,4,4,4
RESP-018270,3842,2020-H2,2020-09-01,2020-09-06,5,5,4
RESP-018271,2330,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018272,2744,2020-H2,2020-09-01,2020-09-12,5,3,3
RESP-018273,3416,2020-H2,2020-09-01,2020-09-12,4,5,4
RESP-018274,2128,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018275,1789,2020-H2,2020-09-01,2020-09-02,4,5,4
RESP-018276,1986,2020-H2,2020-09-01,2020-09-05,4,5,4
RESP-018277,3747,2020-H2,2020-09-01,2020-09-08,4,4,5
RESP-018278,1507,2020-H2,2020-09-01,2020-09-02,4,4,3
RESP-018279,2241,2020-H2,2020-09-01,2020-09-08,5,4,4
RESP-018280,2633,2020-H2,2020-09-01,2020-09-05,4,5,4
RESP-018281,3230,2020-H2,2020-09-01,2020-09-08,4,4,4
RESP-018282,1533,2020-H2,2020-09-01,2020-09-13,5,4,4
RESP-018283,1068,2020-H2,2020-09-01,2020-09-01,4,4,4
RESP-018284,2051,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018285,1233,2020-H2,2020-09-01,2020-09-03,4,4,4
RESP-018286,3327,2020-H2,2020-09-01,2020-09-05,5,5,4
RESP-018287,1029,2020-H2,2020-09-01,2020-09-08,4,4,4
RESP-018288,1257,2020-H2,2020-09-01,2020-09-08,4,3,4
RESP-018289,2917,2020-H2,2020-09-01,2020-09-05,5,5,5
RESP-018290,2843,2020-H2,2020-09-01,2020-09-14,5,5,4
RESP-018291,1829,2020-H2,2020-09-01,2020-09-13,5,5,4
RESP-018292,3197,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018293,2946,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018294,3474,2020-H2,2020-09-01,2020-09-02,5,5,4
RESP-018295,3256,2020-H2,2020-09-01,2020-09-03,3,4,3
RESP-018296,1998,2020-H2,2020-09-01,2020-09-04,5,4,4
RESP-018297,2325,2020-H2,2020-09-01,2020-09-12,5,4,4
RESP-018298,3116,2020-H2,2020-09-01,2020-09-08,5,3,5
RESP-018299,3702,2020-H2,2020-09-01,2020-09-10,5,5,4
RESP-018300,2478,2020-H2,2020-09-01,2020-09-12,4,4,4
RESP-018301,1179,2020-H2,2020-09-01,2020-09-07,5,5,4
RESP-018302,3390,2020-H2,2020-09-01,2020-09-04,4,4,4
RESP-018303,1030,2020-H2,2020-09-01,2020-09-07,4,4,4
RESP-018304,2710,2020-H2,2020-09-01,2020-09-11,4,5,5
RESP-018305,3363,2020-H2,2020-09-01,2020-09-02,5,4,3
RESP-018306,2620,2020-H2,2020-09-01,2020-09-06,4,5,4
RESP-018307,3232,2020-H2,2020-09-01,2020-09-13,4,4,4
RESP-018308,2176,2020-H2,2020-09-01,2020-09-14,5,4,4
RESP-018309,3299,2020-H2,2020-09-01,2020-09-03,5,5,4
RESP-018310,1763,2020-H2,2020-09-01,2020-09-05,5,4,4
RESP-018311,3613,2020-H2,2020-09-01,2020-09-11,5,4,4
RESP-018312,2182,2020-H2,2020-09-01,2020-09-08,5,4,4
RESP-018313,3114,2020-H2,2020-09-01,2020-09-05,5,4,4
